"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"10.11.2023","33,260","33,220","33,470","33,160","231,27K","-0,18%"
"09.11.2023","33,320","33,250","33,440","33,100","273,07K","0,18%"
"08.11.2023","33,260","33,090","33,300","32,930","663,93K","0,24%"
"07.11.2023","33,180","33,300","33,470","33,100","254,90K","-0,96%"
"06.11.2023","33,500","33,890","33,890","33,390","270,00K","-1,15%"
"03.11.2023","33,890","34,350","34,400","33,840","255,13K","-0,88%"
"02.11.2023","34,190","34,280","34,470","34,080","385,45K","0,59%"
"01.11.2023","33,990","34,050","34,230","33,770","277,54K","-0,53%"
"31.10.2023","34,170","33,780","34,210","33,640","1,04M","1,27%"
"30.10.2023","33,740","33,430","33,800","33,360","379,81K","0,96%"
"27.10.2023","33,420","32,910","33,700","32,700","677,22K","2,05%"
"26.10.2023","32,750","32,180","32,940","32,170","427,86K","0,74%"
"25.10.2023","32,510","32,600","32,770","32,430","380,47K","-0,34%"
"24.10.2023","32,620","32,270","32,660","32,220","385,38K","0,65%"
"23.10.2023","32,410","32,210","32,460","32,120","374,14K","0,50%"
"20.10.2023","32,250","32,330","32,510","31,870","818,99K","-0,80%"
"19.10.2023","32,510","32,570","32,620","32,220","364,83K","-0,73%"
"18.10.2023","32,750","33,030","33,210","32,600","342,71K","-1,09%"
"17.10.2023","33,110","33,100","33,180","32,940","261,90K","-0,06%"
"16.10.2023","33,130","33,420","33,440","33,070","286,93K","-0,21%"
"13.10.2023","33,200","33,650","34,080","33,170","349,06K","-1,25%"
"12.10.2023","33,620","33,610","33,700","33,390","309,15K","0,27%"
"11.10.2023","33,530","33,310","33,590","32,690","503,58K","0,27%"
"10.10.2023","33,440","33,280","33,630","33,190","416,66K","1,67%"
"09.10.2023","32,890","32,740","33,060","32,580","350,64K","-0,09%"
"06.10.2023","32,920","32,180","33,060","32,100","452,50K","2,78%"
"05.10.2023","32,030","33,500","33,500","32,030","712,92K","-3,99%"
"04.10.2023","33,360","33,360","33,630","33,060","360,49K","-0,27%"
"03.10.2023","33,450","33,500","33,930","33,270","423,91K","-0,80%"
"02.10.2023","33,720","34,130","34,280","33,650","491,79K","-1,03%"
"29.09.2023","34,070","33,960","34,310","33,790","507,10K","0,38%"
"28.09.2023","33,940","33,900","33,970","33,570","465,31K","0,41%"
"27.09.2023","33,800","33,940","34,180","33,690","438,22K","-0,24%"
"26.09.2023","33,880","33,730","34,200","33,710","447,52K","0,15%"
"25.09.2023","33,830","34,000","34,190","33,600","1,14M","-0,68%"
"22.09.2023","34,060","33,930","34,240","33,770","358,93K","-0,29%"
"21.09.2023","34,160","34,300","34,310","33,450","459,18K","-0,58%"
"20.09.2023","34,360","34,190","34,490","34,180","304,61K","0,32%"
"19.09.2023","34,250","33,600","34,250","33,490","365,34K","1,87%"
"18.09.2023","33,620","33,370","33,620","33,210","376,75K","0,63%"
"15.09.2023","33,410","33,000","33,430","32,990","1,40M","1,43%"
"14.09.2023","32,940","32,600","32,960","32,560","393,30K","0,86%"
"13.09.2023","32,660","32,820","32,820","32,410","356,74K","-0,61%"
"12.09.2023","32,860","32,950","33,000","32,560","363,85K","-0,24%"
"11.09.2023","32,940","32,570","32,940","32,570","226,39K","1,42%"
"08.09.2023","32,480","32,600","32,650","32,300","176,93K","0,28%"
"07.09.2023","32,390","32,090","32,630","32,090","259,87K","0,47%"
"06.09.2023","32,240","32,200","32,370","32,120","199,29K","-0,06%"
"05.09.2023","32,260","32,310","32,580","32,050","190,68K","-0,34%"
"04.09.2023","32,370","32,440","32,640","32,260","170,58K","0,12%"
"01.09.2023","32,330","32,420","32,630","32,290","205,74K","-0,19%"
"31.08.2023","32,390","32,410","32,700","32,390","821,28K","0,15%"
"30.08.2023","32,340","32,180","32,490","32,160","287,72K","0,50%"
"29.08.2023","32,180","32,200","32,420","32,150","451,29K","0,50%"
"28.08.2023","32,020","32,020","32,130","31,900","","1,11%"
"25.08.2023","31,670","31,810","32,040","31,550","392,13K","-0,78%"
"24.08.2023","31,920","31,840","32,040","31,810","241,58K","0,54%"
"23.08.2023","31,750","31,820","31,910","31,650","217,50K","0,03%"
"22.08.2023","31,740","31,440","31,820","31,440","220,15K","1,37%"
"21.08.2023","31,310","31,360","31,530","31,280","177,23K","0,03%"
"18.08.2023","31,300","31,170","31,320","30,960","331,79K","0,06%"
"17.08.2023","31,280","31,480","31,560","31,250","305,89K","-0,79%"
"16.08.2023","31,530","31,480","31,700","31,380","184,90K","0,06%"
"15.08.2023","31,510","31,680","31,800","31,500","165,06K","-0,54%"
"14.08.2023","31,680","31,550","31,820","31,420","157,06K","-0,38%"
"11.08.2023","31,800","31,840","32,040","31,640","215,51K","0,09%"
"10.08.2023","31,770","31,700","31,850","31,630","267,99K","0,41%"
"09.08.2023","31,640","31,600","31,700","31,400","235,54K","0,80%"
"08.08.2023","31,390","31,260","31,590","31,210","237,89K","-0,16%"
"07.08.2023","31,440","31,200","31,450","31,090","232,47K","0,26%"
"04.08.2023","31,360","31,240","31,430","31,180","170,11K","0,67%"
"03.08.2023","31,150","31,400","31,430","31,020","311,94K","-0,89%"
"02.08.2023","31,430","31,440","31,550","30,890","390,72K","-0,66%"
"01.08.2023","31,640","31,790","31,850","31,520","330,46K","-0,47%"
"31.07.2023","31,790","32,000","32,040","31,780","513,67K","-0,47%"
"28.07.2023","31,940","31,500","32,210","31,500","458,66K","0,31%"
"27.07.2023","31,840","31,250","32,020","31,200","585,09K","0,92%"
"26.07.2023","31,550","30,510","31,550","30,510","720,28K","3,17%"
"25.07.2023","30,580","30,390","30,580","30,290","271,65K","0,43%"
"24.07.2023","30,450","30,380","30,590","30,200","276,63K","-0,68%"
"21.07.2023","30,660","30,820","30,850","30,570","503,53K","-0,45%"
"20.07.2023","30,800","30,360","30,960","30,360","374,77K","1,65%"
"19.07.2023","30,300","29,800","30,420","29,800","330,17K","1,88%"
"18.07.2023","29,740","29,720","29,790","29,560","338,31K","0,34%"
"17.07.2023","29,640","29,650","29,820","29,530","409,57K","-0,40%"
"14.07.2023","29,760","29,980","30,120","29,760","1,21M","-0,73%"
"13.07.2023","29,980","29,650","30,140","29,650","392,80K","-0,60%"
"12.07.2023","30,160","30,160","30,260","30,010","286,21K","0,37%"
"11.07.2023","30,050","29,790","30,110","29,500","562,26K","1,49%"
"10.07.2023","29,610","29,280","29,650","29,250","386,83K","0,65%"
"07.07.2023","29,420","29,210","29,440","29,050","498,99K","0,65%"
"06.07.2023","29,230","29,610","29,670","29,130","625,04K","-1,95%"
"05.07.2023","29,810","30,090","30,090","29,720","651,83K","-1,03%"
"04.07.2023","30,120","30,350","30,350","29,980","536,13K","-0,45%"
"03.07.2023","30,257","30,638","30,638","30,257","681,16K","-1,24%"
"30.06.2023","30,638","30,286","30,695","29,971","706,45K","1,45%"
"29.06.2023","30,200","30,000","30,381","29,924","402,29K","0,86%"
"28.06.2023","29,943","29,848","30,029","29,771","471,68K","0,48%"
"27.06.2023","29,800","29,657","29,857","29,314","471,79K","0,84%"
"26.06.2023","29,552","29,486","29,714","29,181","433,47K","0,19%"
"23.06.2023","29,495","29,505","29,552","29,267","441,98K","-0,39%"
"22.06.2023","29,610","29,571","29,790","29,362","451,59K","-0,54%"
"21.06.2023","29,771","29,686","29,876","29,610","232,58K","0,48%"
"20.06.2023","29,629","29,600","29,714","29,533","398,90K","-0,06%"
"19.06.2023","29,648","30,000","30,010","29,543","503,09K","-1,58%"
"16.06.2023","30,124","29,838","30,229","29,762","1,35M","0,99%"
"15.06.2023","29,829","29,676","29,914","29,581","324,47K","-4,49%"
"14.06.2023","31,230","31,380","31,470","31,180","480,68K","-0,48%"
"13.06.2023","31,380","31,950","31,960","31,220","409,83K","-1,54%"
"12.06.2023","31,870","31,560","31,940","31,430","317,00K","1,24%"
"09.06.2023","31,480","31,340","31,510","31,170","285,35K","0,54%"
"08.06.2023","31,310","31,100","31,310","31,060","271,24K","0,48%"
"07.06.2023","31,160","31,100","31,420","31,010","389,86K","-0,29%"
"06.06.2023","31,250","31,350","31,390","30,980","242,12K","-0,48%"
"05.06.2023","31,400","31,490","31,700","31,290","394,30K","0,26%"
"02.06.2023","31,320","31,550","31,600","30,960","523,02K","-0,76%"
"01.06.2023","31,560","31,370","31,570","31,250","301,87K","1,41%"
"31.05.2023","31,120","31,070","31,410","30,870","3,49M","-0,48%"
"30.05.2023","31,270","31,350","31,630","31,120","328,26K","0,29%"
"29.05.2023","31,180","31,340","31,410","31,130","147,69K","0,23%"
"26.05.2023","31,110","31,110","31,220","30,740","241,59K","0,58%"
"25.05.2023","30,930","30,870","30,950","30,700","352,80K","0,36%"
"24.05.2023","30,820","30,920","30,960","30,670","472,90K","-0,87%"
"23.05.2023","31,090","31,460","31,460","31,050","263,71K","-1,27%"
"22.05.2023","31,490","31,370","31,750","31,320","368,73K","0,67%"
"19.05.2023","31,280","31,280","31,530","30,990","463,39K","0,19%"
"18.05.2023","31,220","31,050","31,430","31,050","312,52K","0,74%"
"17.05.2023","30,990","30,990","31,180","30,850","322,53K","0,16%"
"16.05.2023","30,940","30,790","31,040","30,730","330,81K","0,59%"
"15.05.2023","30,760","31,380","31,380","30,440","836,04K","-1,50%"
"12.05.2023","31,230","31,480","32,130","31,090","546,18K","-1,42%"
"11.05.2023","31,680","31,940","32,230","31,560","337,09K","-1,12%"
"10.05.2023","32,040","32,000","32,150","31,840","362,36K","0,16%"
"09.05.2023","31,990","31,820","31,990","31,550","466,29K","0,06%"
"08.05.2023","31,970","31,670","31,970","31,580","256,06K","0,66%"
"05.05.2023","31,760","31,430","31,760","31,290","271,51K","1,63%"
"04.05.2023","31,250","31,570","31,570","31,160","347,32K","-0,83%"
"03.05.2023","31,510","31,000","31,520","31,000","478,52K","1,45%"
"02.05.2023","31,060","31,280","31,380","30,880","414,93K","-0,45%"
"28.04.2023","31,200","31,180","31,330","30,800","697,28K","0,29%"
"27.04.2023","31,110","31,330","31,350","30,900","623,20K","-0,67%"
"26.04.2023","31,320","31,350","31,490","30,950","640,39K","-0,16%"
"25.04.2023","31,370","31,680","31,680","31,150","467,57K","-1,41%"
"24.04.2023","31,820","31,700","31,880","31,630","357,64K","0,25%"
"21.04.2023","31,740","31,380","31,740","31,190","550,85K","1,18%"
"20.04.2023","31,370","31,370","31,480","31,190","454,91K","-0,06%"
"19.04.2023","31,390","30,960","31,480","30,900","826,74K","1,00%"
"18.04.2023","31,080","30,850","31,110","30,760","522,69K","0,75%"
"17.04.2023","30,850","30,690","31,020","30,620","559,15K","0,49%"
"14.04.2023","30,700","30,200","30,720","30,050","622,54K","1,79%"
"13.04.2023","30,160","29,910","30,160","29,810","476,25K","0,80%"
"12.04.2023","29,920","29,290","29,950","29,290","428,42K","1,87%"
"11.04.2023","29,370","29,520","29,740","29,230","432,55K","-0,14%"
"06.04.2023","29,410","29,550","29,590","29,320","288,08K","-0,61%"
"05.04.2023","29,590","29,460","29,750","29,410","598,47K","0,27%"
"04.04.2023","29,510","29,500","29,670","29,330","408,35K","0,34%"
"03.04.2023","29,410","29,420","29,520","29,150","481,30K","0,20%"
"31.03.2023","29,350","29,190","29,490","29,180","673,52K","0,69%"
"30.03.2023","29,150","28,890","29,250","28,770","482,44K","1,50%"
"29.03.2023","28,720","28,270","28,750","28,160","384,93K","2,24%"
"28.03.2023","28,090","28,160","28,350","27,950","401,55K","0,11%"
"27.03.2023","28,060","28,310","28,390","28,020","421,27K","-0,07%"
"24.03.2023","28,080","28,400","28,730","27,760","986,42K","-3,14%"
"23.03.2023","28,990","28,990","29,050","28,680","351,47K","0,00%"
"22.03.2023","28,990","29,100","29,120","28,930","423,45K","-0,45%"
"21.03.2023","29,120","28,800","29,290","28,700","629,39K","1,93%"
"20.03.2023","28,570","27,990","28,590","27,500","547,87K","1,46%"
"17.03.2023","28,160","28,670","28,730","27,790","4,33M","-1,09%"
"16.03.2023","28,470","28,310","28,630","27,930","697,97K","1,57%"
"15.03.2023","28,030","28,800","28,900","28,030","843,64K","-2,37%"
"14.03.2023","28,710","28,000","28,890","28,000","871,80K","2,54%"
"13.03.2023","28,000","28,210","28,280","27,210","1,03M","-0,92%"
"10.03.2023","28,260","28,210","28,280","27,920","578,13K","-1,02%"
"09.03.2023","28,550","28,910","28,950","28,480","450,92K","-1,28%"
"08.03.2023","28,920","28,650","28,930","28,630","816,21K","0,70%"
"07.03.2023","28,720","28,700","28,860","28,600","548,16K","0,07%"
"06.03.2023","28,700","28,790","28,830","28,610","388,60K","-0,10%"
"03.03.2023","28,730","28,650","28,810","28,560","493,87K","0,56%"
"02.03.2023","28,570","28,880","28,890","28,540","666,03K","-1,07%"
"01.03.2023","28,880","28,630","28,980","28,460","861,07K","0,77%"
"28.02.2023","28,660","28,210","28,990","27,920","2,04M","1,99%"
"27.02.2023","28,100","28,030","28,220","27,980","362,56K","0,61%"
"24.02.2023","27,930","27,750","28,200","27,750","877,35K","0,61%"
"23.02.2023","27,760","26,720","27,760","26,570","1,05M","3,85%"
"22.02.2023","26,730","26,870","26,940","26,570","527,03K","-1,04%"
"21.02.2023","27,010","27,020","27,090","26,710","501,93K","-0,33%"
"20.02.2023","27,100","27,570","27,590","27,020","295,28K","-1,38%"
"17.02.2023","27,480","27,220","27,480","27,060","579,18K","0,51%"
"16.02.2023","27,340","27,500","27,540","27,190","322,01K","-0,29%"
"15.02.2023","27,420","27,450","27,540","27,330","712,07K","0,15%"
"14.02.2023","27,380","27,240","27,620","27,230","558,66K","1,00%"
"13.02.2023","27,110","27,160","27,190","26,950","719,93K","0,33%"
"10.02.2023","27,020","27,310","27,380","26,960","513,14K","-1,24%"
"09.02.2023","27,360","27,510","27,690","27,280","343,13K","0,15%"
"08.02.2023","27,320","27,360","27,530","27,240","464,39K","0,33%"
"07.02.2023","27,230","27,260","27,570","27,130","583,98K","-0,11%"
"06.02.2023","27,260","27,860","27,860","27,260","693,51K","-2,54%"
"03.02.2023","27,970","27,670","27,970","27,590","746,62K","0,76%"
"02.02.2023","27,760","27,380","27,920","27,360","690,70K","1,46%"
"01.02.2023","27,360","27,200","27,390","27,040","528,63K","0,81%"
"31.01.2023","27,140","27,030","27,140","26,860","775,66K","0,41%"
"30.01.2023","27,030","27,030","27,170","26,860","586,43K","-0,18%"
"27.01.2023","27,080","27,050","27,090","26,860","486,48K","0,11%"
"26.01.2023","27,050","27,070","27,180","26,910","387,29K","0,33%"
"25.01.2023","26,960","27,080","27,280","26,930","572,30K","-0,07%"
"24.01.2023","26,980","27,000","27,140","26,880","517,12K","0,07%"
"23.01.2023","26,960","27,390","27,390","26,840","1,10M","-2,25%"
"20.01.2023","27,580","27,660","27,710","27,500","509,27K","0,02%"
"19.01.2023","27,575","27,978","28,007","27,427","702,14K","-1,54%"
"18.01.2023","28,007","28,007","28,155","27,958","559,25K","0,21%"
"17.01.2023","27,948","27,978","28,115","27,840","431,71K","-0,14%"
"16.01.2023","27,987","27,919","28,135","27,879","342,73K","0,57%"
"13.01.2023","27,830","28,007","28,056","27,791","547,63K","-0,63%"
"12.01.2023","28,007","27,447","28,017","27,378","543,55K","1,79%"
"11.01.2023","27,516","27,811","27,968","27,496","489,98K","-0,82%"
"10.01.2023","27,742","27,879","27,879","27,545","360,14K","-0,63%"
"09.01.2023","27,919","27,506","27,987","27,427","578,96K","1,79%"
"06.01.2023","27,427","27,034","27,427","27,014","365,42K","1,60%"
"05.01.2023","26,995","26,788","27,014","26,739","374,16K","0,37%"
"04.01.2023","26,896","26,867","26,945","26,700","353,96K","0,51%"
"03.01.2023","26,759","26,739","26,955","26,542","399,81K","0,18%"
"02.01.2023","26,709","26,424","26,709","26,326","201,94K","1,49%"
"30.12.2022","26,316","26,483","26,631","26,257","472,02K","-0,82%"
"29.12.2022","26,533","26,424","26,582","26,287","415,72K","0,41%"
"28.12.2022","26,424","26,533","26,651","26,424","360,91K","-0,30%"
"27.12.2022","26,503","26,552","26,690","26,464","301,16K","0,07%"
"23.12.2022","26,483","26,326","26,513","26,247","335,37K","0,67%"
"22.12.2022","26,306","26,326","26,444","26,198","414,84K","0,19%"
"21.12.2022","26,257","25,903","26,287","25,766","481,66K","1,83%"
"20.12.2022","25,785","25,559","25,815","25,441","506,99K","0,38%"
"19.12.2022","25,687","25,726","25,933","25,658","651,41K","0,04%"
"16.12.2022","25,677","26,120","26,139","25,402","1,66M","-1,77%"
"15.12.2022","26,139","26,306","26,621","26,041","804,86K","-1,23%"
"14.12.2022","26,464","26,493","26,621","26,208","517,01K","-0,44%"
"13.12.2022","26,582","26,601","26,739","26,375","843,46K","-0,04%"
"12.12.2022","26,592","26,641","26,778","26,474","485,42K","-0,77%"
"09.12.2022","26,798","26,493","26,808","26,493","611,68K","1,15%"
"08.12.2022","26,493","26,719","26,798","26,474","396,60K","-0,96%"
"07.12.2022","26,749","26,719","26,827","26,592","388,32K","-0,07%"
"06.12.2022","26,768","26,660","26,896","26,552","459,73K","0,22%"
"05.12.2022","26,709","26,778","26,818","26,601","503,59K","-0,48%"
"02.12.2022","26,837","26,631","26,837","26,542","500,02K","0,52%"
"01.12.2022","26,700","26,641","27,014","26,306","729,95K","0,37%"
"30.11.2022","26,601","26,523","26,601","26,198","2,97M","0,86%"
"29.11.2022","26,375","26,002","26,533","25,962","638,92K","1,25%"
"28.11.2022","26,051","26,051","26,257","26,002","516,89K","-0,30%"
"25.11.2022","26,129","26,228","26,336","25,903","946,04K","-2,32%"
"24.11.2022","26,749","26,523","26,778","26,523","381,84K","0,89%"
"23.11.2022","26,513","26,444","26,690","26,316","463,13K","0,26%"
"22.11.2022","26,444","26,247","26,631","26,169","708,13K","1,13%"
"21.11.2022","26,149","25,736","26,267","25,717","549,52K","0,57%"
"18.11.2022","26,002","25,854","26,021","25,628","380,12K","1,42%"
"17.11.2022","25,638","25,844","25,943","25,432","507,77K","-0,50%"
"16.11.2022","25,766","26,129","26,159","25,549","677,45K","-1,09%"
"15.11.2022","26,051","25,756","26,100","25,648","860,41K","1,26%"
"14.11.2022","25,726","25,766","25,903","25,520","642,24K","-0,15%"
"11.11.2022","25,766","25,314","25,776","24,881","927,65K","-0,23%"
"10.11.2022","25,825","25,559","25,884","25,412","561,16K","0,92%"
"09.11.2022","25,589","25,422","25,638","25,382","451,38K","0,31%"
"08.11.2022","25,510","25,333","25,648","25,205","418,67K","0,27%"
"07.11.2022","25,441","25,382","25,520","25,087","573,85K","0,50%"
"04.11.2022","25,314","25,255","25,500","24,871","368,30K","0,70%"
"03.11.2022","25,137","25,314","25,471","24,969","403,61K","-1,31%"
"02.11.2022","25,471","25,559","25,776","25,264","1,21M","-0,15%"
"01.11.2022","25,510","25,766","25,844","25,284","438,37K","0,00%"
"31.10.2022","25,510","25,235","25,510","24,979","551,69K","1,25%"
"28.10.2022","25,196","24,920","25,274","24,635","416,63K","0,35%"
"27.10.2022","25,107","24,694","25,166","24,498","702,85K","1,27%"
"26.10.2022","24,793","24,281","24,881","24,272","970,53K","2,06%"
"25.10.2022","24,291","23,927","24,291","23,878","670,59K","1,81%"
"24.10.2022","23,859","23,524","23,996","23,524","736,56K","2,32%"
"21.10.2022","23,318","22,994","23,367","22,935","419,45K","0,51%"
"20.10.2022","23,200","23,446","23,515","23,131","516,13K","-1,01%"
"19.10.2022","23,436","23,357","23,554","23,249","457,27K","0,55%"
"18.10.2022","23,308","22,994","23,387","22,689","626,94K","2,42%"
"17.10.2022","22,758","22,325","22,954","22,305","548,25K","2,12%"
"14.10.2022","22,286","22,364","22,581","22,148","694,35K","0,89%"
"13.10.2022","22,089","21,794","22,099","21,647","545,27K","0,76%"
"12.10.2022","21,922","22,256","22,256","21,824","664,23K","-0,80%"
"11.10.2022","22,099","21,863","22,237","21,755","436,28K","0,54%"
"10.10.2022","21,981","22,217","22,256","21,696","664,41K","-1,89%"
"07.10.2022","22,404","22,551","22,748","22,394","405,17K","-1,04%"
"06.10.2022","22,640","23,161","23,229","22,541","504,81K","-1,62%"
"05.10.2022","23,013","23,072","23,151","22,817","367,17K","-1,18%"
"04.10.2022","23,288","22,856","23,406","22,817","735,32K","2,78%"
"03.10.2022","22,659","22,502","22,807","22,384","494,29K","-0,35%"
"30.09.2022","22,738","22,335","22,846","22,276","746,36K","2,30%"
"29.09.2022","22,227","22,148","22,355","21,834","956,22K","0,13%"
"28.09.2022","22,197","21,627","22,197","21,499","882,78K","1,80%"
"27.09.2022","21,804","21,765","21,981","21,568","797,94K","0,59%"
"26.09.2022","21,676","21,598","21,922","21,431","628,14K","-0,36%"
"23.09.2022","21,755","22,128","22,197","21,568","565,30K","-1,73%"
"22.09.2022","22,138","21,932","22,138","21,902","629,12K","-0,44%"
"21.09.2022","22,237","21,922","22,286","21,863","540,84K","1,25%"
"20.09.2022","21,961","22,512","22,708","21,932","516,65K","-2,15%"
"19.09.2022","22,443","22,433","22,522","22,109","6,15M","-0,39%"
"16.09.2022","22,532","22,718","22,718","22,384","1,40M","-1,59%"
"15.09.2022","22,895","22,561","22,944","22,551","500,06K","1,30%"
"14.09.2022","22,600","22,610","22,915","22,532","532,45K","-0,22%"
"13.09.2022","22,649","23,112","23,210","22,551","531,70K","-2,00%"
